id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,acc_now_delinq,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,is_good_customer
85534007,3475, 36 months, 11.49%,114.58,B,B5,worker,10+ years,OWN,20000.0,Source Verified,n,home_improvement,Home improvement,335xx,FL,0.12,0,Sep-1998,1,,,2,0,2,0%,13,f,,0,2,1,0,0,0,,0,,1,1,2,0.0,11300,0,0,1,1,1,1098.0,0.2,0,0,,214,0,0,0,33.0,,0.0,,0,1,1,1,8,0,2,13,1,2,0.0,0,0,1,100.0,0.0,0,0,11300,2,1100,0,no
85648099,30000, 36 months, 13.49%,1017.92,C,C2,Tax Compliance Representative,9 years,OWN,60000.0,Source Verified,n,debt_consolidation,Debt consolidation,958xx,CA,9.11,0,Oct-2005,0,,,14,0,6459,9.9%,33,w,,0,179919,2,1,0,1,14.0,17770,80.0,3,4,3560,28.0,67000,0,3,1,6,16356,54541.0,10.9,0,0,108.0,129,1,1,2,1.0,,0.0,,0,3,3,7,11,13,12,18,3,14,0.0,0,0,3,100.0,0.0,0,0,256213,24229,61000,22213,yes
85698295,14000, 36 months,  6.99%,432.22,A,A2,Physical Therapist II,< 1 year,RENT,74000.0,Source Verified,n,major_purchase,Major purchase,775xx,TX,14.29,0,Jul-2003,0,28.0,,12,0,152,0.7%,23,w,,0,203673,1,5,1,1,4.0,203521,85.0,1,1,152,57.0,22600,0,1,0,2,18516,18248.0,0.8,0,0,98.0,156,8,4,0,8.0,,,,0,1,1,4,5,14,7,8,1,12,0.0,0,0,2,95.2,0.0,0,0,222225,203673,18400,199625,yes
85617181,1500, 36 months, 13.99%,51.26,C,C3,Registered Nurse ,2 years,MORTGAGE,56000.0,Source Verified,n,other,Other,604xx,IL,8.25,0,Sep-2009,2,,,5,0,4074,59.9%,17,w,,0,36003,2,1,0,0,46.0,31929,96.0,2,3,1074,90.0,6800,1,0,3,4,9001,226.0,82.6,0,0,82.0,58,2,2,0,41.0,,0.0,,0,1,2,1,1,10,3,6,2,5,0.0,0,0,2,100.0,100.0,0,0,39964,36003,1300,33113,yes
85606027,20000, 36 months, 15.59%,699.1,C,C5,President,6 years,RENT,101900.0,Not Verified,n,credit_card,Credit card refinancing,926xx,CA,17.67,0,Jul-2007,3,,,12,0,19320,37.4%,19,w,,0,75601,1,2,2,2,7.0,56281,91.0,2,4,4019,55.0,51600,0,2,5,6,6300,18274.0,42.4,0,0,65.0,108,2,2,0,22.0,,2.0,,0,5,7,5,6,5,10,14,7,12,0.0,0,0,4,100.0,0.0,0,0,112742,75601,31700,61142,no
85718338,16000, 60 months, 17.99%,406.21,D,D2,MOD [Manager On Duty],9 years,RENT,46280.0,Verified,n,other,Other,112xx,NY,18.41,0,Oct-2011,1,,,7,0,8295,81%,9,w,,0,23612,1,2,1,2,2.0,15317,83.0,0,1,4026,81.0,10260,0,0,1,3,3935,2625.0,87.0,0,0,53.0,57,20,2,0,20.0,,2.0,,0,2,4,2,2,4,4,5,4,6,,0,0,1,100.0,50.0,0,0,28699,23612,5250,18439,yes
85645785,8000, 36 months, 10.49%,259.99,B,B3,Truck Driver,2 years,RENT,66000.0,Not Verified,n,debt_consolidation,Debt consolidation,549xx,WI,34.76,2,Mar-1989,1,13.0,,10,0,8098,71.7%,21,f,62.0,0,77508,1,2,1,1,3.0,69206,26.0,0,2,2964,40.0,11300,0,6,1,3,7751,106.0,97.0,0,0,146.0,328,19,3,0,19.0,13.0,4.0,13.0,0,2,7,2,4,10,7,10,7,10,0.0,0,0,1,76.2,100.0,0,0,101848,77508,3500,90344,yes
85704248,15000, 36 months, 11.49%,494.57,B,B5,Accounts Payable ,3 years,RENT,35000.0,Verified,n,debt_consolidation,Debt consolidation,921xx,CA,16.5,0,Sep-2003,0,25.0,,8,0,21650,60.1%,16,f,,0,21650,0,0,0,0,74.0,0,,0,4,9208,60.0,36000,0,0,0,4,2706,11350.0,65.6,0,0,109.0,154,14,14,1,14.0,,,25.0,0,3,3,6,8,2,8,13,3,8,0.0,0,0,0,87.5,50.0,0,0,36000,21650,33000,0,yes
85619782,27850, 36 months, 14.49%,958.49,C,C4,Manager,2 years,RENT,60565.0,Source Verified,n,credit_card,Credit card refinancing,200xx,DC,30.67,0,Mar-1990,1,,,20,0,68733,63.9%,41,f,,0,98421,0,2,0,1,15.0,29688,82.0,0,0,13700,67.0,107500,0,1,1,2,5180,37970.0,61.1,0,0,178.0,195,31,15,0,31.0,,0.0,,0,11,12,15,30,5,16,32,12,20,0.0,0,0,0,100.0,53.3,0,0,146828,98421,97500,36296,yes
85785207,14500, 36 months, 22.39%,556.7,E,E1,Associate Customer Service 1,1 year,RENT,61589.0,Verified,n,debt_consolidation,,112xx,NY,11.81,0,Oct-2007,1,,,11,0,12016,72%,11,f,,0,18812,1,4,1,3,11.0,6796,63.0,2,3,3979,69.0,16700,2,2,2,6,1710,36.0,99.7,0,0,31.0,105,6,6,0,8.0,,4.0,,0,4,7,4,4,4,7,7,7,11,0.0,0,0,3,100.0,100.0,0,0,27450,18812,10700,10750,yes
85585742,3025, 36 months,  9.49%,96.89,B,B2,sales,5 years,MORTGAGE,51511.0,Not Verified,n,debt_consolidation,Debt consolidation,307xx,GA,11.0,0,Oct-1975,0,31.0,,7,0,3436,56.3%,28,f,31.0,0,24152,0,1,1,1,12.0,6652,79.0,1,1,3290,70.0,6100,0,0,0,2,3450,1364.0,71.6,0,0,116.0,489,8,8,2,111.0,43.0,,43.0,8,2,2,3,11,2,5,24,2,7,0.0,0,0,2,53.8,33.3,0,0,45998,10088,4800,8400,yes
85746080,18000, 36 months,  8.99%,572.32,B,B1,Executive Assistant,10+ years,MORTGAGE,95000.0,Source Verified,n,debt_consolidation,Debt consolidation,088xx,NJ,18.03,3,Apr-1994,0,3.0,,11,0,16773,62.8%,21,f,26.0,0,236285,0,2,0,0,60.0,29643,6.0,0,0,4235,43.0,26700,0,0,0,0,21480,9471.0,61.7,0,0,195.0,267,38,37,3,46.0,6.0,,3.0,0,7,8,7,8,5,8,12,8,11,0.0,0,0,0,85.0,28.6,0,0,276990,46416,24700,50290,yes
85568398,5000, 36 months, 15.59%,174.78,C,C5,Cage shift manager,6 years,RENT,38000.0,Source Verified,n,debt_consolidation,Debt consolidation,891xx,NV,19.93,0,May-2008,2,,,8,0,1530,19.1%,11,f,,0,35392,2,6,2,2,1.0,33862,96.0,1,1,1530,82.0,8000,2,0,5,3,4424,6470.0,19.1,0,0,98.0,44,5,1,0,5.0,,1.0,,0,1,1,2,3,8,2,3,1,8,0.0,0,0,3,100.0,0.0,0,0,43112,35392,8000,35112,no
85749110,10000, 36 months,  7.99%,313.32,A,A4,Attorney,3 years,RENT,210000.0,Source Verified,n,other,Other,100xx,NY,11.59,0,Sep-1995,0,38.0,,20,0,11720,18.8%,32,w,,0,286050,0,5,0,0,71.0,274330,93.0,0,2,6909,53.0,62200,0,0,0,2,14303,48380.0,19.5,0,0,143.0,250,13,13,0,22.0,,13.0,38.0,0,4,4,13,20,8,15,24,4,20,0.0,0,0,0,96.9,7.7,0,0,341424,286050,60100,279224,yes
85616928,28000, 60 months, 26.49%,846.48,F,F2,Engineer,3 years,RENT,88900.0,Verified,n,other,Other,777xx,TX,29.64,0,Nov-2007,0,64.0,,9,0,11551,99.6%,22,w,64.0,0,66906,0,5,1,3,8.0,55355,62.0,0,2,2257,70.0,11600,0,17,0,5,7434,0.0,101.6,0,0,104.0,44,15,8,0,24.0,,,,1,2,4,2,2,16,4,6,4,9,0.0,0,0,1,95.5,100.0,0,0,97029,66906,4300,85429,no
85638415,20000, 60 months, 15.59%,482.02,C,C5,Vice President / COO,7 years,MORTGAGE,80000.0,Not Verified,n,credit_card,Credit card refinancing,937xx,CA,29.66,0,Aug-1999,0,,,11,0,17875,46%,24,w,,0,373663,1,3,2,5,2.0,85003,59.0,0,0,17875,51.0,38900,0,3,3,6,46708,15025.0,54.3,0,0,89.0,203,45,2,3,95.0,,1.0,,0,1,1,5,9,8,7,13,1,11,0.0,0,0,2,100.0,33.3,0,0,420966,102878,32900,103166,yes
85567912,10000, 60 months, 24.99%,293.46,E,E4,life and health agent,1 year,MORTGAGE,40000.0,Not Verified,n,other,Other,906xx,CA,17.55,0,Aug-2006,0,,,19,0,7287,21.6%,23,w,,0,26857,3,5,3,3,6.0,19570,79.0,3,14,4725,46.0,33700,1,0,3,17,1414,14035.0,30.5,0,0,26.0,119,2,2,0,2.0,,2.0,,0,3,4,7,10,5,14,18,4,19,0.0,0,0,6,100.0,14.3,0,0,58376,26857,20200,24676,yes
85861464,1000, 36 months, 13.49%,33.94,C,C2,Packer A,1 year,MORTGAGE,40000.0,Source Verified,n,other,Other,179xx,PA,17.82,0,May-2003,0,,,8,0,3993,18.3%,19,w,,0,54409,1,1,2,2,3.0,17422,87.0,0,2,1948,51.0,21800,1,0,1,4,6801,8570.0,28.6,0,0,152.0,158,15,3,2,57.0,,12.0,,0,2,3,2,8,4,5,13,3,8,0.0,0,0,2,100.0,0.0,0,0,80476,21415,12000,20000,yes
85587709,10250, 60 months, 10.99%,222.81,B,B4,Business Analyst,10+ years,RENT,63000.0,Not Verified,n,debt_consolidation,Debt consolidation,217xx,MD,19.79,0,Nov-2003,1,,79.0,11,2,4318,14.7%,16,w,,0,28460,1,3,1,3,9.0,24142,56.0,1,3,987,39.0,29300,1,3,2,6,2587,10744.0,14.7,0,0,149.0,152,2,2,0,2.0,,4.0,,0,3,5,3,3,7,8,9,5,11,0.0,0,0,2,100.0,0.0,1,0,72788,28460,12600,43488,yes
85841051,35000, 36 months, 18.99%,1282.79,D,D3,Manager,10+ years,MORTGAGE,105000.0,Verified,n,other,Other,853xx,AZ,21.75,1,Jan-1996,0,15.0,,22,0,15516,23.8%,38,w,,0,327194,3,2,0,2,15.0,85539,,3,3,7214,24.0,65200,4,2,0,6,17221,45950.0,22.8,0,0,119.0,246,1,1,3,1.0,15.0,15.0,15.0,0,5,6,12,19,6,19,29,6,22,0.0,0,0,3,100.0,16.7,0,0,398769,101055,59500,101969,yes
84544694,3500, 36 months, 14.49%,120.46,C,C4,Cybersecurity Analyst,2 years,MORTGAGE,108254.0,Source Verified,n,vacation,Vacation,235xx,VA,33.32,0,Nov-1996,0,,,17,0,35094,74.4%,68,w,,0,612451,1,7,1,5,11.0,128153,75.0,0,2,14953,75.0,47200,0,0,2,8,36027,3530.0,90.2,0,0,236.0,169,17,4,2,17.0,,6.0,,0,5,7,5,10,48,8,18,7,17,0.0,0,0,2,100.0,80.0,0,0,671651,163247,36100,149891,yes
85719762,3000, 36 months, 24.99%,119.27,E,E4,Project Leader,10+ years,MORTGAGE,83000.0,Verified,n,debt_consolidation,Debt consolidation,335xx,FL,31.76,0,Apr-1976,3,77.0,,19,0,39751,76.7%,41,f,77.0,0,267719,4,3,1,3,8.0,31902,80.0,6,9,3674,80.0,51800,0,0,6,12,14090,1673.0,90.9,0,0,143.0,337,2,2,1,2.0,77.0,2.0,77.0,1,9,11,9,17,10,14,29,11,19,0.0,0,0,7,92.7,66.7,0,0,310426,85614,18400,39810,yes
85548565,19000, 60 months, 15.59%,457.92,C,C5,nurse,4 years,RENT,75000.0,Verified,n,debt_consolidation,Debt consolidation,211xx,MD,19.31,2,Mar-1995,1,1.0,,21,0,2979,4.8%,40,w,,0,91596,1,6,0,4,15.0,88617,80.0,8,11,1947,36.0,61600,0,0,3,15,4362,25253.0,7.2,0,0,136.0,256,5,5,0,7.0,16.0,6.0,1.0,0,1,2,6,15,16,15,24,2,21,0.0,0,0,8,95.0,0.0,0,0,162618,91596,27200,101018,yes
85911172,36000, 36 months,  7.99%,1127.95,A,A4,Subcontract Manager,10+ years,OWN,110000.0,Source Verified,n,debt_consolidation,Debt consolidation,028xx,RI,9.24,0,Jan-1990,2,,,15,0,2601,2.4%,34,w,,0,247243,2,3,0,0,28.0,22791,46.0,2,3,2123,16.0,110500,0,2,3,3,16483,101399.0,2.5,0,0,161.0,318,5,5,3,5.0,,5.0,,0,3,3,8,16,7,11,24,3,15,0.0,0,0,2,100.0,0.0,0,0,401440,25392,104000,49140,yes
85757541,10000, 36 months,  7.59%,311.48,A,A3,Web developer,6 years,RENT,95000.0,Not Verified,n,credit_card,Credit card refinancing,607xx,IL,16.45,0,Apr-2008,0,,,10,0,17651,44.7%,14,w,,0,31549,0,2,0,3,19.0,13898,41.0,0,1,6730,43.0,39500,0,1,0,4,3505,20849.0,45.8,0,0,33.0,99,14,14,0,14.0,,20.0,,0,4,4,6,7,5,8,9,4,10,0.0,0,0,0,100.0,16.7,0,0,73227,31549,38500,33727,yes
85667115,21600, 60 months, 15.59%,520.58,C,C5,Territory Manager,1 year,MORTGAGE,45000.0,Source Verified,n,debt_consolidation,Debt consolidation,461xx,IN,28.11,0,Aug-2002,0,42.0,,27,0,13977,72.8%,50,w,,0,77789,0,18,0,1,18.0,63812,81.0,1,3,10251,80.0,19200,0,4,0,4,3382,2049.0,83.3,0,0,167.0,164,9,9,3,51.0,42.0,18.0,42.0,0,1,3,5,9,29,9,18,3,27,0.0,0,0,1,96.0,50.0,0,0,97822,77789,12300,78622,yes
85655080,5000, 36 months, 10.99%,163.67,B,B4,Sr Manager,5 years,MORTGAGE,130000.0,Source Verified,n,other,Other,197xx,DE,6.42,0,May-1987,0,27.0,,4,0,11706,79.1%,17,f,61.0,0,218829,0,1,0,2,17.0,11637,49.0,1,1,10995,61.0,14800,1,1,2,3,54707,3094.0,79.1,0,0,168.0,350,11,11,3,11.0,55.0,8.0,55.0,2,2,2,2,5,7,2,7,2,4,0.0,0,0,1,76.5,50.0,0,0,288134,23343,14800,23550,yes
85677846,9600, 36 months, 13.49%,325.74,C,C2,OWNER / MANAGER,10+ years,MORTGAGE,110000.0,Verified,n,other,Other,917xx,CA,5.37,0,Dec-1994,0,,72.0,5,3,3264,79.6%,10,w,,0,12611,1,2,2,2,2.0,9347,93.0,0,2,2053,89.0,4100,1,0,1,4,2522,436.0,88.2,0,0,9.0,259,13,2,0,32.0,,7.0,,0,2,2,2,6,2,3,8,2,5,0.0,0,0,2,100.0,100.0,1,2,14175,12611,3700,10075,no
85851210,6000, 36 months,  7.59%,186.89,A,A3,Waste Water Management,10+ years,OWN,110000.0,Not Verified,n,home_improvement,Home improvement,757xx,TX,12.15,0,Apr-1990,0,,,8,0,18752,39.2%,19,w,,0,52271,1,2,1,1,7.0,33519,85.0,1,1,10689,60.0,47800,1,0,1,2,6534,27548.0,40.5,0,0,131.0,315,6,6,2,6.0,,7.0,,0,3,3,5,9,4,6,13,3,8,0.0,0,0,2,100.0,20.0,0,0,87235,52271,46300,39435,yes
85330454,6400, 36 months, 15.59%,223.72,C,C5,Document Imaging,10+ years,MORTGAGE,20000.0,Verified,n,car,Car financing,553xx,MN,30.25,0,Sep-1990,0,33.0,76.0,10,1,7269,52.3%,21,w,,0,32860,0,2,2,2,7.0,25591,99.0,0,0,2247,82.0,13900,1,1,3,2,3286,2870.0,66.2,0,0,174.0,310,46,7,1,51.0,33.0,7.0,33.0,0,4,6,5,11,4,8,16,6,10,0.0,0,0,2,93.3,20.0,1,0,39888,32860,8500,25988,yes
85605138,5000, 36 months,  8.99%,158.98,B,B1,Admin - WDO,8 years,RENT,85000.0,Source Verified,n,debt_consolidation,Debt consolidation,956xx,CA,12.65,0,Jan-2009,2,40.0,,9,0,4646,37.2%,16,w,40.0,0,37124,1,3,1,3,5.0,32478,81.0,0,2,4154,71.0,12500,0,4,2,5,4125,6938.0,37.5,0,0,90.0,61,13,5,0,19.0,,0.0,,2,2,4,4,5,9,6,7,4,9,0.0,0,0,1,87.5,0.0,0,0,52393,37124,11100,39893,yes
85536092,25000, 60 months, 24.49%,726.33,E,E3,Teacher,9 years,MORTGAGE,73912.0,Source Verified,n,home_improvement,Home improvement,211xx,MD,1.25,0,Dec-2004,1,,,14,0,3869,14.1%,56,w,,0,71659,0,8,3,5,8.0,67790,120.0,0,1,1939,86.0,27400,5,10,12,7,5119,7857.0,27.9,0,0,139.0,134,20,8,3,20.0,,0.0,,0,2,3,3,8,34,6,19,3,14,0.0,0,0,3,100.0,0.0,0,0,83811,71659,10900,56411,yes
85301371,12000, 36 months,  8.99%,381.55,B,B1,Accounting,9 years,MORTGAGE,78000.0,Not Verified,n,debt_consolidation,Debt consolidation,921xx,CA,6.94,0,Dec-2005,1,,,10,0,10562,20.2%,12,w,,0,325719,2,1,0,0,58.0,18700,58.0,2,5,3581,31.0,52200,0,0,2,6,32572,40337.0,14.9,0,0,58.0,127,0,0,1,0.0,,5.0,,0,2,3,6,8,1,7,9,3,10,0.0,0,0,3,100.0,16.7,0,0,394426,29627,47400,32468,yes
85624858,6500, 36 months, 11.49%,214.32,B,B5,Ware house,10+ years,MORTGAGE,85000.0,Verified,n,home_improvement,Home improvement,301xx,GA,27.09,0,Sep-1999,1,,,9,0,14468,69.9%,34,w,,0,223652,4,3,2,5,4.0,68588,80.0,3,5,5825,76.0,20700,0,3,1,12,24850,4314.0,72.5,0,0,140.0,202,3,3,2,3.0,,3.0,,0,3,5,3,15,13,5,19,5,9,0.0,0,0,5,100.0,33.3,0,0,239450,83056,15700,74830,yes
85538353,7900, 36 months, 15.59%,276.15,C,C5,Director of admissions,2 years,OWN,37582.0,Source Verified,n,debt_consolidation,Debt consolidation,218xx,MD,16.13,0,Mar-2002,1,33.0,73.0,8,1,1198,23.5%,46,w,,0,17705,1,2,3,5,2.0,16507,90.0,0,2,485,75.0,5100,2,0,1,7,2951,1189.0,43.4,0,0,133.0,172,17,2,4,57.0,33.0,2.0,33.0,0,2,3,2,13,22,6,20,3,8,0.0,0,0,3,91.9,0.0,1,0,23485,17705,2100,18385,yes
85637496,10000, 60 months, 14.49%,235.24,C,C4,Wedding cake decorator ,10+ years,RENT,32000.0,Verified,n,debt_consolidation,Debt consolidation,809xx,CO,12.53,0,May-2005,0,,88.0,7,1,8546,83.8%,15,w,,0,11962,0,1,0,1,13.0,3416,85.0,0,1,2975,84.0,10200,0,1,0,2,2392,122.0,98.0,0,0,134.0,128,21,13,0,21.0,,,,0,2,3,2,4,2,6,13,3,7,0.0,0,0,0,100.0,100.0,1,0,14200,11962,6000,4000,yes
85603551,10000, 36 months,  5.32%,301.15,A,A1,Systems Administrator,3 years,OWN,62500.0,Not Verified,n,home_improvement,Home improvement,921xx,CA,8.72,0,Nov-2005,1,,,15,0,7010,9.6%,28,w,,0,385104,1,5,0,0,65.0,17030,46.0,1,3,3195,22.0,73400,1,1,1,4,27507,49704.0,8.6,0,0,128.0,69,2,2,1,19.0,,2.0,,0,4,5,5,8,14,9,13,5,15,0.0,0,0,1,100.0,0.0,0,0,480045,24040,54400,37045,yes
85740910,3000, 36 months, 10.49%,97.5,B,B3,Staff Attorney,3 years,MORTGAGE,58000.0,Not Verified,n,home_improvement,Home improvement,372xx,TN,15.29,3,Jan-2000,0,7.0,,8,0,9461,50.1%,22,w,99.0,0,211315,0,1,0,0,68.0,2247,7.0,0,1,3769,23.0,18900,0,0,0,1,26414,5566.0,48.5,0,0,146.0,198,14,14,5,14.0,7.0,,7.0,1,3,5,4,8,3,6,13,5,8,0.0,0,0,0,77.3,50.0,0,0,262075,11708,10800,31175,yes
85556784,10000, 60 months, 24.49%,290.54,E,E3,Chemical Operator,4 years,MORTGAGE,60000.0,Verified,n,debt_consolidation,Debt consolidation,306xx,GA,17.42,0,Oct-2008,0,68.0,,12,0,5857,28.9%,18,w,68.0,0,40205,0,3,2,2,7.0,34348,87.0,2,8,2591,67.0,20300,1,0,1,10,3350,5836.0,35.9,0,0,93.0,91,8,7,0,17.0,,8.0,74.0,1,3,5,4,4,4,9,14,5,12,0.0,0,0,4,88.9,0.0,0,0,60023,40205,9100,39723,yes
85412040,9600, 36 months, 13.49%,325.74,C,C2,Advanced support medical assistant,10+ years,MORTGAGE,65000.0,Source Verified,n,debt_consolidation,Debt consolidation,941xx,CA,1.57,1,Feb-2005,0,17.0,,4,0,2536,53.9%,8,f,,0,2536,0,0,0,0,,0,,1,1,1315,54.0,3800,0,0,0,1,634,264.0,83.8,0,0,,137,7,7,0,7.0,17.0,,17.0,0,2,2,3,7,0,4,8,3,4,0.0,0,0,1,66.7,66.7,0,0,3800,2536,2800,0,no
85728864,29675, 60 months, 24.99%,870.83,E,E4,Legal Assistant,9 years,RENT,78100.0,Verified,n,debt_consolidation,Debt consolidation,604xx,IL,20.33,0,Mar-2006,1,,,6,0,3471,9.9%,16,w,,0,38650,1,2,0,1,15.0,35179,69.0,2,3,3357,45.0,35200,2,0,3,4,6442,31729.0,9.9,0,0,124.0,120,1,1,0,1.0,,1.0,,0,2,2,4,8,6,4,10,2,6,0.0,0,0,2,100.0,0.0,0,0,85974,38650,35200,50774,yes
84729301,5000, 36 months,  7.59%,155.74,A,A3,Driver,2 years,OWN,80000.0,Verified,n,major_purchase,Major purchase,212xx,MD,8.58,0,Jul-2005,0,,,5,0,4168,47.9%,10,w,,0,182307,0,2,0,0,35.0,22540,58.0,0,0,2707,57.0,8700,0,0,0,0,36461,4532.0,47.9,0,0,102.0,132,95,35,2,99.0,,,,0,2,2,2,2,4,2,4,2,5,0.0,0,0,0,100.0,0.0,0,0,221217,26708,8700,38587,yes
85704629,3000, 36 months, 10.99%,98.21,B,B4,Nurse,10+ years,MORTGAGE,64000.0,Not Verified,n,home_improvement,Home improvement,071xx,NJ,33.48,5,Jul-1993,0,15.0,,13,0,60439,3.7%,39,w,15.0,0,226746,0,2,0,1,21.0,5419,17.0,0,2,390,11.0,96300,1,0,0,3,20613,19713.0,2.4,0,0,111.0,276,21,21,3,21.0,15.0,21.0,15.0,5,2,2,4,21,6,10,30,4,13,0.0,0,5,0,87.2,0.0,0,0,314991,65858,20200,31691,no
85739512,14000, 60 months, 28.18%,437.43,G,G1,Technical Assistant ,10+ years,RENT,51000.0,Source Verified,n,medical,Medical expenses,902xx,CA,25.32,0,Oct-2002,1,76.0,,20,0,13191,45%,27,w,76.0,0,28257,0,1,1,2,11.0,15066,75.0,2,10,3070,57.0,29300,1,1,6,12,1413,1376.0,77.8,0,0,165.0,136,9,9,0,27.0,,5.0,,1,2,10,2,5,5,19,22,10,20,0.0,0,0,3,96.3,100.0,0,0,49388,28257,6200,20088,yes
85614424,6000, 36 months, 11.49%,197.83,B,B5,Officer,10+ years,RENT,110000.0,Verified,n,debt_consolidation,Debt consolidation,142xx,NY,11.54,0,Feb-1987,1,,,11,0,19775,81.4%,20,f,,0,97545,1,4,2,2,9.0,77770,113.0,2,2,5300,99.0,24300,1,0,2,4,8868,2283.0,85.1,0,0,220.0,353,6,6,1,6.0,,1.0,,0,5,7,5,5,9,7,10,7,11,0.0,0,0,4,100.0,80.0,0,0,89170,97545,15300,64870,yes
85655666,7475, 36 months, 12.79%,251.11,C,C1,Crane Rigger,< 1 year,OWN,125000.0,Source Verified,n,debt_consolidation,Debt consolidation,352xx,AL,5.1,2,Oct-2000,0,16.0,,4,0,1481,61.7%,13,w,23.0,0,3205,0,1,0,0,52.0,1724,8.0,0,1,363,13.0,2400,2,4,4,1,801,1037.0,25.9,0,0,166.0,189,19,19,0,44.0,16.0,9.0,16.0,3,1,2,2,4,8,3,5,2,4,0.0,0,1,0,53.8,0.0,0,0,25238,3205,1400,22838,no
85513398,8000, 36 months, 16.99%,285.19,D,D1,Teacher,9 years,MORTGAGE,70000.0,Verified,n,home_improvement,Home improvement,604xx,IL,15.89,0,Aug-1996,2,,108.0,18,1,6977,21.1%,26,w,,0,402035,3,3,2,3,2.0,36416,79.0,6,9,3041,55.0,33000,4,0,9,14,22335,12496.0,26.5,0,0,239.0,57,5,2,2,11.0,,1.0,,0,3,6,6,6,9,14,15,6,18,0.0,0,0,9,100.0,16.7,1,0,438430,43393,17000,46222,no
85579352,10000, 36 months,  5.32%,301.15,A,A1,Director of Sales,2 years,MORTGAGE,120000.0,Verified,n,moving,Moving and relocation,275xx,NC,11.04,1,Mar-1996,0,6.0,,7,0,26941,40.4%,25,w,,0,458523,0,1,0,1,20.0,30178,,0,0,26941,38.0,66700,0,0,1,3,76421,39759.0,40.4,0,0,127.0,244,40,17,3,40.0,,0.0,,0,1,1,3,5,11,4,10,1,7,0.0,0,0,0,95.8,33.3,0,0,530842,59142,66700,40367,yes
85653365,34300, 36 months, 23.99%,1345.51,E,E2,,n/a,OWN,78000.0,Verified,n,debt_consolidation,,836xx,ID,27.55,0,Apr-1991,0,,,16,0,43033,76.4%,28,f,,0,75428,0,2,0,1,22.0,32395,52.0,0,2,11609,63.0,56300,2,0,1,3,4714,3035.0,92.9,0,0,177.0,303,15,15,1,25.0,,9.0,,0,5,9,5,8,4,14,23,9,16,0.0,0,0,0,100.0,100.0,0,0,119106,75428,42700,62806,yes
85804841,27700, 36 months, 16.99%,987.45,D,D1,,n/a,MORTGAGE,62988.0,Verified,n,debt_consolidation,,800xx,CO,22.14,0,May-2001,2,46.0,,14,0,12152,36.3%,33,w,71.0,0,161143,2,2,0,2,16.0,22364,71.0,3,5,3527,53.0,33500,0,5,3,7,11510,769.0,84.3,0,0,118.0,172,1,1,1,36.0,,0.0,,3,2,8,3,9,9,11,21,8,14,0.0,0,0,3,87.9,66.7,0,0,215294,34516,4900,31344,no
85610857,8000, 36 months, 10.49%,259.99,B,B3,TECHNICIAN,5 years,OWN,38000.0,Not Verified,n,debt_consolidation,Debt consolidation,686xx,NE,25.52,0,Jan-2011,2,,,9,0,7855,40.7%,10,w,,0,95169,1,2,0,0,29.0,35700,67.0,1,3,1949,60.0,19300,0,0,3,3,10574,9794.0,32.0,0,0,47.0,66,2,2,2,2.0,,1.0,,0,4,5,5,5,2,6,6,5,9,0.0,0,0,1,100.0,40.0,0,0,128823,43555,14400,52993,yes
85686669,10500, 36 months, 25.29%,419.1,E,E5,Maintenance & Grounds,4 years,RENT,30000.0,Not Verified,n,debt_consolidation,Debt consolidation,774xx,TX,22.56,0,May-1983,0,,,6,0,18846,100%,12,f,,0,18846,0,0,0,0,90.0,0,0.0,2,5,10458,100.0,18900,0,0,1,5,3141,3150.0,100.0,0,0,141.0,398,10,10,0,10.0,,11.0,,0,6,6,7,7,2,6,10,6,6,,0,0,2,100.0,100.0,0,0,18900,18846,18900,0,no
