loan_amnt,term,emp_title,emp_length,home_ownership,annual_inc,purpose,is_good_customer
4450,36,waiter,10,0,60000.0,5,1
13775,36,technician,5,2,90000.0,2,1
3200,36,metrologist,10,2,82000.0,11,1
16650,60,ER tech,2,1,56000.0,2,1
35000,36,Sales,10,2,195000.0,2,0
6000,36,Teacher,10,0,50000.0,1,1
15150,36,Assistant Manger,3,2,48000.0,2,1
13600,60,Technician ,0,1,34000.0,3,1
13250,36,Operator,2,1,55000.0,11,1
16000,36,Director of Special Projects,4,1,90000.0,1,1
16275,60,Therapist,1,2,60000.0,1,1
28000,60,reg mgr,10,2,110000.0,2,1
3000,36,Production Manager,10,2,45000.0,1,1
5000,36,Administrator,10,2,140000.0,1,1
25000,36,Account Manager,10,2,134009.0,2,0
8000,36,Operations manager,9,0,67000.0,2,1
10000,60,Research Dept. Warehouse ,10,0,30000.0,6,0
5500,36,Sales,0,0,24000.0,2,1
16000,36,Behavioral Health Case Manager,0,0,60000.0,2,1
15000,36,IT,10,2,100000.0,2,1
23800,60,Surgery Tech,10,0,65000.0,2,1
6400,36,Owner/Operator,3,2,50000.0,11,0
7000,36,Registered Nurse,0,2,80000.0,2,1
6625,36,Scheduling Cordinator,5,1,40000.0,1,0
5450,36,Machine  operator ,8,1,40000.0,11,1
20000,60,Production Manager,4,0,85000.0,1,0
7000,36,Forklift driver,2,0,38000.0,2,0
19200,60,Line Mechanic,6,2,112000.0,3,1
27675,36,Deputy Attorney General,0,2,91000.0,2,1
20000,60,Branch Mgr,10,2,57500.0,2,1
19000,60,Client Service Specialist,9,0,70000.0,2,1
19000,60,Factory worker,10,0,38000.0,2,1
15000,36,housekeeper,10,0,57200.0,1,1
13200,60,Accountant,3,2,30000.0,2,0
6000,36,chef,0,2,37000.0,1,0
13750,60,Service Technician,2,2,75500.0,2,0
7150,36,Service Manager,10,2,55000.0,3,1
5000,36,Regional Accounting Manager,6,2,90000.0,2,0
9000,36,Staff Attorney,0,2,90000.0,1,1
35000,60,Compliance Manager,10,2,140000.0,2,0
2000,36,Packaging ip,4,2,42203.0,3,1
12950,36,Exec. Administravive Assistant,2,0,45000.0,2,1
20000,36,Project Manager,0,0,75000.0,2,1
11000,36,Executive Assistant,0,0,100000.0,1,1
8000,36,Secondary Teacher-Counselor,4,2,62000.0,2,0
9000,36,IT Support,1,0,52000.0,2,1
24000,36,Sales,7,0,55000.0,1,0
30000,60,transportation engineer,9,1,235000.0,3,0
10000,36,electrician,10,0,75000.0,2,1
5000,36,,0,2,51038.0,1,0
16000,36,Transportation Engineer,10,2,100000.0,2,1
7700,36,Customer Experience Advocate,0,0,25700.0,2,1
15000,60,Truck driver,10,2,76000.0,1,1
24000,60,Relief Captain,1,2,133650.0,4,1
13500,60,CS manager,9,0,36000.0,1,0
8000,36,Payroll Assistant,6,2,47257.6,2,1
6025,36,Director of Finance,3,2,104000.0,2,1
21600,36,Director Operations,10,2,132000.0,2,1
4000,36,Personal Banker,8,0,49000.0,2,1
24000,60,lead man-jumbo,10,2,85000.0,1,1
3000,36,Product Manager,2,1,42000.0,11,1
35000,60,Vp,10,1,220000.0,3,1
21000,60,teacher/coach,10,2,67000.0,2,0
20000,36,Office Manager,10,2,69000.0,2,1
3625,36,Mechanic,7,2,60000.0,3,1
5000,36,purchasing agent,4,0,55000.0,2,1
3850,36,Store manager,4,2,40000.0,1,1
8000,36,Principal ,10,2,95000.0,11,1
11000,36,RN,3,2,72000.0,2,0
16000,36,Clinical Research Associate,0,0,125000.0,2,1
16800,60,Stress Testing Analyst,3,2,115250.0,1,0
27000,36,Director of Sales,0,0,60000.0,2,0
17000,60,meat manager,10,2,72500.0,2,1
35000,60,Director,4,2,185000.0,1,1
25200,36,RN,3,1,67000.0,2,1
23000,60,IT Networking Engineer,6,0,56880.0,2,1
8000,36,Procurement Forester,2,2,77900.0,0,1
12500,36,Sales,3,0,65000.0,1,0
5000,36,,0,2,112000.0,10,1
7000,36,Project Manager,10,2,92300.0,2,1
35000,36,FUEL MECHANIC,8,2,90000.0,1,1
13500,36,,0,1,40000.0,1,1
7475,36,Fixed Income Trader,0,2,125000.0,1,1
8000,36,Office Manager,10,2,39520.0,11,1
21000,36,Medical assistant,2,1,50000.0,2,0
6500,36,Loan Officer,4,1,37440.0,2,1
20000,36,CFO,6,2,95000.0,3,1
6400,36,Geo-tech,10,2,48000.0,1,0
20000,36,,0,2,78000.0,2,0
11000,36,Manager of Community Partnerships,2,2,48500.0,2,1
15525,60,Nuclear Security,9,2,80000.0,2,0
16000,36,Software Engineer,2,0,125000.0,2,1
20750,60,Security Specialist,1,0,58000.0,2,1
12000,36,Co-Store Manager,9,0,67200.0,1,0
17700,36,Metal Caster,8,0,66400.0,2,0
7200,36,software analyst,3,0,75000.0,2,1
18000,60,Department lead ,7,0,40000.0,11,0
24000,60,Network Engineer,0,0,88000.0,7,1
18000,60,Director,10,0,102000.0,2,1
14000,36,owner ,0,0,45000.0,1,0
18000,36,Network Implementation Engineer II,4,0,84000.0,1,0
21000,60,mgr,10,2,50000.0,2,0
14000,36,Soldier,10,2,85000.0,2,1
6500,36,driver instrutor/ semi trucks,10,2,33000.0,2,0
20000,36,Driver,0,0,116400.0,9,0
34250,36,project manager,0,2,123000.0,1,1
5900,36,,0,0,41080.0,2,1
12525,36,CSR,3,0,50000.0,1,0
15200,60,Capt.,10,2,207500.0,1,0
6000,36,Attendant Care,2,0,21299.2,1,1
12000,60,Catering Coordinator,0,0,45000.0,1,0
2400,36,Water transfer,5,2,50000.0,3,0
20000,60,Store Manager,10,2,70000.0,2,0
35000,36,Owner,0,2,90000.0,5,1
21000,60,VP Operations,10,2,400000.0,1,1
4000,36,Buyer ,3,1,180000.0,2,1
24650,60,Department Manager,10,2,70000.0,1,1
11000,36,Truck Driver,0,0,40500.0,0,0
20000,60,Air Traffic Controller,10,2,95000.0,2,1
20000,60,driver/lead,10,2,50000.0,1,0
20000,36,Consultant,3,2,120000.0,2,1
3625,36,Splicer,10,1,30000.0,2,0
12000,36,maintenance,10,2,105000.0,2,1
24000,60,Utility man,7,1,60000.0,11,1
13000,36,District Representative,5,2,61500.0,2,1
20450,60,,0,2,130000.0,6,1
7900,36,Delivery Expert,1,0,22000.0,5,1
35000,36,Sr. Enterprise Project Mgr. ,0,0,138000.0,1,1
16000,36,Operations Manager,9,2,65000.0,2,1
24000,60,Senior Design Manager,10,0,117300.0,1,1
12000,36,Special Ed Teacher,10,2,52000.0,1,0
3300,36,REGISTERED NURSE,1,0,68000.0,11,1
15000,36,,0,2,110000.0,1,1
18475,60,Regional sales representative ,1,2,60000.0,2,0
6000,36,EVS Lead ,3,1,59000.0,2,0
20950,60,Sr. Compliance Specialist,10,0,110000.0,2,0
11600,60,DDS Specialist,9,2,44448.0,1,1
8000,36,Business Mgr,8,2,41000.0,1,1
3600,36,Aircraft Mechanic,4,2,46000.0,2,1
7200,36,Site Maanger,10,0,29000.0,2,0
13000,36,VP of Mortgage Lending,1,2,82000.0,4,1
31200,60,carpenter,10,1,80000.0,2,0
15000,36,Controller,10,2,125000.0,2,1
15000,36,Manager,3,2,202000.0,1,1
20000,36,superintendent,5,2,90000.0,2,0
12000,36,Registered Nurse,8,1,115000.0,11,1
35000,36,Journeyman Lineman,10,2,109000.0,2,1
18000,36,Knowledge Services Manager,1,0,85000.0,1,1
20150,36,Service/Operations manager,1,2,48000.0,1,1
9000,36,System Design Specialist,10,2,49980.0,1,1
14075,36,"Vice President, Senior Data Strategist",10,1,134500.0,2,0
17000,60,Dealer Support,5,2,43680.0,1,0
4800,36,Server,1,0,70000.0,2,0
22000,60,Patient services,8,0,50000.0,2,0
35000,36,Account Manager,3,2,137856.0,1,1
2000,36,Research Programmer,3,0,51000.0,11,1
25000,36,Investigative Assistant,10,2,54000.0,2,0
10000,60,Dispatch Sup,10,2,95000.0,5,0
4475,36,Contractor,4,0,70000.0,1,1
20000,36,Project Manager,10,1,179000.0,2,1
15000,36,Production Manager,10,2,80000.0,3,1
16000,36,Escalation Agent,7,0,67000.0,1,1
5000,36,associate,3,2,40000.0,0,1
16800,36,lecturer,10,2,70000.0,2,1
28000,60,Staff Accountant,9,2,60000.0,1,1
8000,36,Senior Project Manager,4,2,198000.0,1,1
25000,36,Maintenance and Operations,10,2,55000.0,2,1
11000,36,assistant manager,10,2,80000.0,2,1
7900,36,,0,2,17220.0,1,0
10000,36,Account Manager,0,0,37400.0,2,1
10000,36,Assistant supervisor ,10,2,52000.0,2,1
17000,60,,0,0,44000.0,2,1
13900,36,,0,2,94000.0,2,1
15000,60,Foreman,4,2,90000.0,2,1
35000,60,IT senior security engineer,4,2,184000.0,2,1
11200,36,Utility worker,10,2,72000.0,3,1
10000,36,Surgical Coordinator,10,0,40000.0,2,1
24000,36,Actuarial Analyst III,1,2,88000.0,1,1
4000,36,Project coordinator,4,2,56500.0,2,1
6000,36,Investigator ,10,2,130000.0,2,1
15000,36,Sr. Electrical Designer,0,0,105000.0,2,0
10925,36,Administrative Services Officer,9,0,60000.0,2,1
12500,36,VP Marketing & Business Development,10,2,84000.0,1,1
7000,36,Building engineer,1,1,52000.0,2,1
21600,36,Teacher,10,2,69000.0,2,1
12000,36,Manager ,3,0,51000.0,1,1
30000,60,Senior Asset Manager,5,2,80000.0,2,1
15600,36,Sorter,10,1,35000.0,1,1
15000,60,Senior Inspector,10,2,82000.0,2,1
10000,60,Office Manager,10,0,55000.0,2,1
14350,36,supervisor,8,0,89500.0,11,0
14000,60,supervisor,10,1,50000.0,11,1
16500,36,License Reviewer,6,2,55000.0,2,1
8000,36,Personal Banker ,1,0,35000.0,2,1
6000,36,Product Marketing Manager,7,0,82500.0,1,1
5000,36,letter carrier,10,2,80000.0,2,1
15000,60,manager,10,2,95000.0,2,0
4000,36,Computer Tech,9,0,60000.0,1,1
3500,36,Owner/Counselor,5,2,32000.0,11,1
24000,60,owner,2,2,80000.0,1,0
24000,60,E-7,10,0,86000.0,10,1
21000,60,Aviation Survival Technician,10,0,80000.0,1,1
10000,36,,0,1,57000.0,2,0
11000,36,Configuration Manager Engineer Senior,0,2,90000.0,2,1
35000,36,Nurse,2,2,158000.0,2,0
11200,60,Medical Device Service ,9,2,93000.0,1,1
7500,36,Journeyman/Roofer,0,2,40000.0,3,0
9100,36,custodian,10,1,40000.0,1,0
11500,36,Director of Instructional Technology,10,2,104000.0,3,1
3500,36,Retail Representative,2,0,58000.0,2,1
30000,60,Detective Sergeant,10,1,120000.0,2,1
3575,36,Gaming operator,3,2,39000.0,2,1
2500,36,management analyst ,9,1,92000.0,1,1
25600,36,Account executive,0,0,90000.0,1,0
12000,36,Service Coordinator,0,0,41500.0,2,0
35000,36,Systems Engingeer,2,0,80000.0,2,1
14000,60,IT,10,0,67000.0,2,0
10000,36,Agent,2,0,35000.0,2,0
15000,36,Global Subject Matter Expert - Engineer,3,0,117000.0,2,1
1600,36,Client Service Associate,5,0,70000.0,10,1
4000,36,packing,10,0,30000.0,10,1
15000,36,maintenance supervisor,2,2,48500.0,2,1
15000,36,MANAGEMENT,10,2,150000.0,2,1
11000,36,Account Manager,0,2,80000.0,2,1
25000,36,HVAC Techinican ,10,2,97000.0,1,0
4200,36,Technician,4,0,45000.0,2,0
11200,36,Imaging/Code Assct Sr ,10,0,35000.0,2,1
12000,60,Senior International Prívate Banker,3,1,127500.0,2,1
25000,60,Customer field rep,10,0,65000.0,11,1
6025,36,Electromechanic  Tech grade IV,6,0,49500.0,1,1
15000,60,Teacher,0,0,48000.0,1,0
20000,36,Assistant Store Manager ,10,0,50000.0,2,1
35000,36,Buyer,10,2,200000.0,1,1
24000,36,Product Support Manager/ Rotary Tools,8,0,105000.0,2,1
11000,60,Executive Editor,8,2,105000.0,2,1
7000,36,High School Teacher,2,0,62400.0,10,0
5000,36,Waiter,10,0,31000.0,2,1
12000,36,Rn,8,1,55000.0,1,1
4000,36,utility,10,2,65000.0,2,1
11000,36,medical probe repair ,0,0,32000.0,1,1
7200,36,executive assistant,10,0,57500.0,2,0
20000,36,social worker,10,0,56000.0,2,0
17000,60,Partner/Vice President,10,2,200000.0,2,0
6250,36,accountant,9,0,65000.0,2,1
5900,36,"Sr, Structural Designer",9,2,141232.0,1,1
15000,36,Kennel Manager,8,0,36000.0,1,0
1000,36,forming,8,1,85000.0,0,1
9000,36,,0,1,75000.0,2,1
5000,36,R/W Agent,10,2,75000.0,11,1
6250,36,Legal Secretary,5,0,55000.0,2,1
30000,36,Assembler ,9,0,95000.0,2,0
7650,36,APFC,10,2,30000.0,2,1
12000,60,Child Support Specialist,2,2,45000.0,1,1
19500,36,Co-Founder & Head of Technology,2,2,230500.0,2,1
6000,36,glazier,3,0,59000.0,1,1
5000,36,LAYOUT MAN DIAGRAMS,10,2,78000.0,1,0
10000,60,  Shift supervisor ,10,0,36000.0,11,0
17350,60,Clinical Director,3,2,45000.0,2,0
21000,60,Senior Litigation Secretary,5,0,85000.0,2,0
12000,36,,0,1,84000.0,11,1
15000,36,Sales agent,0,2,108000.0,9,0
28000,36,generalworker,6,0,68000.0,2,0
19000,36,Business Development Manager,2,2,97000.0,2,0
7500,36,After School Director/ Pre-K Teacher,0,0,20800.0,2,1
35000,60,Crane operator,10,2,100000.0,2,1
5000,36,maitnance,6,2,40000.0,2,1
35000,60,Technician ,7,0,99000.0,2,0
30000,36,Project Manager,1,0,110000.0,2,0
12375,36,,0,0,29500.0,1,1
14850,36,Route sales rep,1,2,57000.0,2,1
6000,36,Food services,10,2,40594.0,11,1
10000,36,Driver,7,2,65000.0,1,1
35000,60,Technical,10,1,100000.0,2,1
5000,36,Solutions Architect,2,2,120000.0,3,1
5000,36,inventory management,10,0,48000.0,2,0
30000,36,,0,0,94800.0,2,0
7350,36,,0,1,50000.0,2,0
28000,60,TECHNICIAN,8,0,90000.0,2,0
5350,36,,0,2,45000.0,2,1
28000,60,Acctg Manager,10,0,70000.0,2,1
12000,60,Security,5,0,65000.0,2,0
14500,60,Youth Minister ,1,2,45000.0,2,1
12800,60,Office Manager,5,0,42000.0,3,0
25000,60,,0,2,50000.0,2,1
5475,36,,0,0,16150.0,2,1
15000,60,Personal Banker,2,0,41000.0,1,1
24000,36,Owner,7,2,150000.0,5,1
12075,60,Office Manager,2,2,42000.0,2,1
12000,36,CAPTAIN,4,2,125000.0,2,0
4800,36,Finer analyst,3,0,100000.0,2,0
8425,36,Teacher ,0,0,44000.0,10,0
14400,36,Field Tech,10,2,72452.0,2,1
26500,60,Respiratory therapist,10,2,60000.0,2,1
1600,36,"Night Audit, Front Desk",8,0,27400.0,11,0
5400,36,Mill hand ,0,0,45000.0,2,0
20000,60,mech,10,2,60000.0,1,0
12000,36,install/service Tech. ,3,2,62000.0,2,1
14400,36,Assistant Professor of Research,7,2,65000.0,1,1
5000,36,Chauffeaur ,8,0,98000.0,5,0
18000,36,Correction Officer ,2,2,50000.0,2,1
7125,36,,0,2,25884.0,2,0
3000,36,Systems Engineer,6,2,108000.0,11,1
13075,36,NETWORK ENGINEER,0,2,57500.0,2,0
16175,36,Assistant Judicial District Manager,10,2,65000.0,1,0
35000,60,Executive Assistant,10,2,81300.0,1,1
15000,36,Operator,0,0,62000.0,1,0
10000,36,Hematology Coordinator,2,2,76000.0,2,1
6000,36,Caregiver ,6,0,20760.0,1,0
10000,60,Teacher,0,1,53000.0,2,0
30000,60,Echocardiographer,3,2,100000.0,2,0
17500,36,Owner/ operator ,4,1,55000.0,2,1
4000,36,Toll Collector,1,1,38000.0,1,1
10000,36,,0,2,46000.0,2,0
15000,36,VP of Operations,10,2,180000.0,3,0
20000,36,Truckdriver,10,2,90000.0,3,0
11075,36,Middle Division Teacher,2,0,53493.0,2,0
35000,36,Int'l. & Military Operations Specialist,10,2,130000.0,2,1
24000,60,Healthcare Administrator,2,0,85000.0,11,0
20000,60,educator,10,1,65000.0,3,0
20400,60,Operater,5,2,95000.0,2,0
18000,60,Produtions Tech,9,2,64000.0,1,0
5000,36,Courier Driver,3,0,35294.0,2,0
30200,36,Broker Owner,10,2,95000.0,1,1
29900,60,cnc machinist,0,0,68000.0,2,0
6650,36,President,1,2,50000.0,9,1
27000,36,,0,1,75000.0,2,1
14025,36,,0,1,30500.0,2,1
12000,60,Shop tec,5,0,30000.0,2,0
2000,36,Teacher,10,2,35000.0,11,0
30000,60,Trainer,1,2,72000.0,2,0
19000,60,President,2,2,75000.0,2,0
7000,36,Mechanic,10,2,41500.0,2,1
34000,60,Software Developer,2,1,90000.0,2,1
3200,36,Medical assistant,3,0,22000.0,10,1
10750,36,Manager,3,0,89000.0,2,0
13300,36,Healthcare Media Specialist,1,2,67000.0,1,1
18600,60,Welder / Hand,6,0,78000.0,2,1
21000,60,Federal Government/Military,0,2,135000.0,2,1
35000,36,Sales Management,3,2,120000.0,2,0
10200,36,realtor,7,2,70000.0,2,1
16000,60,TERRITORY MANAGER,0,2,84000.0,6,0
15000,36,Lead Customer Service,0,2,63000.0,1,0
28000,60,Branch Manager,10,2,66000.0,2,0
35000,36,CFO,0,0,1000000.0,1,0
28000,36,CEO,7,1,120000.0,1,1
6000,36,mail ,3,0,34500.0,2,1
12800,36,Preparator,2,0,45000.0,1,1
14000,36,Staff Auditor,0,0,67000.0,1,1
12775,60,owner,10,2,48000.0,2,0
6600,36,,0,2,22000.0,2,0
30000,36,Owner,9,0,160000.0,2,0
25000,36,Owner,10,1,90000.0,1,0
12000,36,,0,1,33000.0,2,1
6025,36,,0,0,48000.0,11,1
24000,36,Sole proprietor,10,2,100000.0,9,1
24000,60,Managing Director,3,2,86329.0,1,0
20000,36,Estimator / Auto Tech,10,2,43700.0,2,0
15000,36,welder,5,0,54000.0,2,0
9000,36,Independent contract,4,0,27000.0,2,0
25000,36,Manage,10,2,200000.0,1,1
5000,36,,0,0,28000.0,11,0
21500,36,Car Washer,10,2,60000.0,2,0
30625,36,Executive Director,1,0,120000.0,1,1
16000,60,mechanic foreman,10,2,70000.0,2,1
9600,36,City Carrier,10,2,69000.0,1,1
20175,36,nursing,9,0,45000.0,1,0
18000,36,Supervisor,2,0,56000.0,2,1
12500,36,meat manager,8,0,32950.0,1,0
10375,36,Direct Support Professional Lead,4,0,40000.0,5,0
35000,60,Counselor,10,2,120000.0,2,0
28000,60,owner,7,2,150000.0,1,1
24000,36,0wner,6,0,120000.0,2,0
6025,36,Manager,5,0,46500.0,9,1
6025,36,laborer,1,2,35000.0,11,0
17500,36,Gen mgr,10,0,45000.0,1,1
16000,36,crew sup,10,0,62000.0,2,1
30000,36,Sr. Sceintist Pharmacovigilance,0,0,70000.0,5,1
9000,36,Natl Sales Manager,10,2,150000.0,3,1
10800,60,Orthopetic Technician ,3,0,30000.0,2,0
19975,60,ET3,2,0,49252.0,2,1
18000,36,Production ,2,2,45000.0,1,0
35000,36,Partner,10,2,450000.0,2,0
6400,36,front desk,2,0,30000.0,2,0
15500,36,Stylist/owner,5,2,108000.0,2,1
20000,60,Manager/Designer,10,0,64000.0,2,0
7125,36,NursesAide,10,0,21000.0,5,0
23000,36,E-8,10,2,80000.0,2,0
12000,60,Pirchasing,0,2,120000.0,2,1
11500,60,,0,1,32000.0,2,1
30000,60,Bank examiner ,8,0,77500.0,2,1
29750,60,Manager,10,2,100000.0,2,1
24675,36,teacher ,7,0,85000.0,10,0
20000,60,Coo,2,1,130000.0,2,0
12000,60,CNA,1,2,25000.0,1,1
20000,36,Machine set up,8,0,70000.0,1,1
28000,60,Manager,10,2,64955.26,5,0
25000,36,Police Officer,5,0,88000.0,0,1
3025,36,Technician,3,0,45000.0,1,1
5000,36,Yoga Director,8,0,75000.0,9,0
4200,36,Exp/Manager,10,1,35000.0,2,0
35000,36,attorney,9,1,350000.0,2,0
5000,36,Officer,10,0,76000.0,2,0
20000,36,SVP,3,1,650000.0,2,0
16000,36,Teacher,10,0,78000.0,2,0
14200,60,Paramedic,8,0,39500.0,2,0
6400,36,Warehouse Operations Manager,1,2,75000.0,2,1
6025,36,manager,7,0,48000.0,2,0
12050,36,Specialist,3,0,38500.0,2,1
35000,60,Sales Operations Director,6,0,120000.0,2,1
24000,60,Driver-engineer,10,0,58000.0,2,1
10500,60,Junior Paralegal ,0,1,27500.0,1,1
35000,36,food stylist,10,2,110000.0,11,1
35000,36,,0,1,92000.0,2,0
8000,36,Tufting,3,0,43000.0,2,0
14000,36,Manager New Business Operations,0,0,50000.0,2,0
35000,36,CEO,9,1,186000.0,2,0
12000,60,Driver,7,2,85000.0,2,0
10000,36,Owner ,10,1,55000.0,5,1
1800,36,Insurance Follow-up Specialist,1,0,35000.0,1,1
30000,36,Touring Musician,10,2,123000.0,2,1
12000,36,Driver,10,0,50000.0,1,1
8000,36,LPN,1,2,48000.0,2,0
19800,60,Cisco Voice Analyst,2,0,55000.0,11,0
14700,36,,0,0,32000.0,2,1
30400,60,President ,10,1,101000.0,3,0
12000,60,Driver,10,0,31000.0,2,0
28000,60,Owner,10,1,150000.0,2,0
23475,60,credit manager,10,1,93000.0,2,0
15000,36,Driver,1,0,80000.0,2,0
15000,36,Administration ,1,0,35000.0,1,0
6000,36,LEADMAN,10,2,60000.0,2,1
20000,36,truck driver,0,2,100000.0,2,0
10000,60,,0,1,22000.0,1,0
4800,36,librarian,10,0,44000.0,7,1
22500,36,Human Resource Analyst,1,0,45000.0,5,0
9475,36,Caregiver,9,1,24000.0,2,0
15000,36,nurse practitioner,2,2,140000.0,2,1
33000,36,vocational counselor,10,2,75000.0,2,1
24175,36,,0,2,126000.0,1,1
4800,36,SAFETY CONSULTOR,5,0,50400.0,1,1
20000,36,Senior Guard Shift Supervisor,3,2,130000.0,9,1
5000,36,Sous Chef,2,2,53000.0,3,0
25000,60,owner/Managing Director,0,2,109400.0,2,1
30000,60,Truck driver,3,2,60000.0,2,1
30000,60,Owned,9,1,100000.0,3,0
10000,36,warehouse labo,10,2,30000.0,2,0
14800,36,Owner,4,0,42000.0,11,0
9600,36,,0,2,65000.0,3,0
8000,36,Teacher,10,0,89500.0,2,0
10000,36,Car hauler,10,2,88000.0,1,1
3500,36,Warehouse Manager,10,0,52000.0,5,0
33000,36,Driller,10,2,110000.0,2,0
6600,36,Director of IT,8,1,89162.0,5,1
30000,60,,0,2,84000.0,4,1
4000,36,ASM,4,0,52000.0,2,0
15000,60,Owner,10,0,50000.0,2,0
9600,36,Managing Director,4,0,100000.0,2,0
15375,36,Manger,6,1,34953.0,2,1
10475,36,owner,0,2,60000.0,2,0
13700,36,Therapist,2,0,38100.0,2,0
20700,60,Truck Driver,9,1,45000.0,2,0
10000,36,CTO,2,0,100000.0,2,1
10500,36,Business Liaison,3,0,80000.0,2,1
14900,60,Assistant Manager,10,1,35500.0,2,1
5600,36,,0,2,90000.0,11,1
25000,60,Marketing Coordinator,3,0,52000.0,2,0
5000,36,Business Development Manager,6,1,32600.0,3,1
18000,36,TECHNOLOGY SPECIALIST,6,0,80000.0,1,1
12000,36,Heavy equipment operator,10,2,68000.0,2,0
20000,36,Accountant,3,2,95000.0,2,1
12150,36,manager,4,0,26000.0,9,1
10000,36,Residential Counselor,0,0,33000.0,1,1
25000,36,Owner,10,1,62500.0,2,1
20000,36,President,4,2,250000.0,11,0
35000,60,owner/partner,10,0,226000.0,1,1
35000,36,CFO,7,2,318000.0,2,1
13475,36,CEO,3,1,100000.0,1,0
13100,60,Owner/President,9,2,60000.0,2,0
16000,36,Rn,10,2,175000.0,0,1
8000,36,Customer service ,10,0,35000.0,2,1
7200,36,Teacher,2,2,25000.0,5,1
4500,36,,0,1,21500.0,11,0
19775,60,Final Assembly,8,2,43000.0,3,0
10000,60,Teacher ,10,2,50000.0,2,1
4000,36,Manager,1,0,60000.0,1,0
35000,36,President,8,2,156000.0,1,1
10775,36,Manager,4,2,144000.0,5,0
18025,36,Automobile Technican,5,1,41000.0,2,0
16000,36,President,3,2,116000.0,1,1
10000,36,,0,2,55000.0,2,0
34000,60,President,3,2,187200.0,2,0
12000,36,,0,0,75000.0,2,0
8400,36,,0,0,33500.0,2,1
11200,36,Owner,10,2,150000.0,1,0
30000,36,Health Care Administration,10,0,116000.0,1,1
21000,36,Assistant Vice President,10,2,110000.0,2,0
20000,36,Welder,2,2,150000.0,1,1
18000,36,Freelance,0,0,80000.0,1,1
15000,60,carrier,10,2,62000.0,2,0
30000,60,Project Manager,5,2,125000.0,2,0
28000,36,Managing Partner,7,2,165000.0,1,1
21000,60,Internal Auditor,8,2,71000.0,2,1
6025,36,coordinator,10,0,60000.0,2,0
6000,36,Job Developer,2,0,50000.0,2,1
21000,60,PAYROLL CLERK ,1,2,50000.0,1,0
16800,36,CHAPLAIN,9,1,43000.0,1,1
12000,36,Ceo,4,0,200000.0,2,0
19000,36,,0,0,46264.0,1,0
24000,36,Home Inspector ,10,0,120000.0,1,0
5000,36,taxi driver,4,0,110000.0,11,0
13000,36,Inside Sales,3,2,70000.0,1,1
10000,36,Technician ,2,0,45000.0,9,1
13000,60,Dispatch,7,2,55000.0,2,1
33600,60,Supervisor ,10,0,82500.0,2,0
2100,36,audit clerk,1,2,18400.0,2,1
20000,36,,0,0,100000.0,1,0
9000,36,Scan/Verify QC Mail Intake,2,0,30200.0,2,1
15000,36,Chemist,2,0,45000.0,11,1
21250,60,Training Specialist,4,2,42500.0,2,1
4000,36,Administrative Assistant,2,0,39600.0,2,0
35000,60,Registered Nurse,10,2,85000.0,2,0
4000,36,maintenance ,2,0,38000.0,2,0
9600,36,Management,10,1,72000.0,3,1
10000,36,project supervisor,10,2,42000.0,3,1
16000,36,Telecommunicator,0,2,40000.0,2,1
16000,60,Manager ,7,2,78000.0,1,1
19675,36,,4,0,69000.0,9,0
12000,60,,0,0,35000.0,2,0
11500,36,Assistant to CEO,0,0,66000.0,1,1
20000,60,COO,5,2,148400.0,3,1
13000,60,Teacher,10,1,33000.0,2,0
14400,60,Cath lab  tech ,2,2,110000.0,2,0
13200,60,,0,1,30000.0,2,0
15000,60,Home health aide,2,0,55000.0,2,0
1000,36,,0,0,22888.0,2,0
30000,36,Attorney at Law,10,2,120000.0,2,0
30000,60,Owner,5,0,120000.0,2,0
9000,36,Administrative assistant ,0,2,35000.0,3,0
20000,36,Sales,3,1,150000.0,2,0
30000,36,PRESIDENT ,10,2,225000.0,1,0
25000,60,County Administrator ,10,1,118000.0,1,1
6000,36,,0,0,38000.0,2,1
30000,60,Feeder driver,10,2,123000.0,2,1
35000,60,Clinical pharmacist,1,2,80000.0,2,0
15400,60,CNA,10,1,35000.0,2,0
15000,60,Supervisor,10,1,45000.0,2,0
8000,36,Senior Billing Coordinator ,10,1,41721.0,11,1
13200,36,Pastor,4,1,42000.0,2,0
7725,36,,0,2,43000.0,1,0
24000,36,Assistant Manager,10,0,60819.0,1,0
3825,36,Electrical,2,0,70000.0,2,0
28000,60,IT Asset Manager,5,2,120000.0,2,1
24000,36,Crane Operator,0,2,150000.0,3,1
5600,36,Business Analyst,8,2,108000.0,11,0
20000,60,,0,1,40000.0,2,0
35000,36,Physician,3,0,300000.0,2,1
16000,36,President/ owner,3,1,400000.0,2,0
12950,36,Optician,4,0,36000.0,2,0
10000,36,Csr,2,2,80000.0,1,0
24000,36,Office Manager,3,0,48000.0,2,1
24000,36,Senior Software Engineer,1,0,110000.0,5,1
35000,36,Sales,3,2,110000.0,2,1
30000,60,Staff Engineer,7,2,122000.0,2,0
35000,36,,10,1,125000.0,1,0
8000,36,,0,2,63510.0,1,1
24000,36,Registered Nurse,1,0,75000.0,2,1
19000,36,Manager,8,0,48000.0,11,1
25000,36,Dispatch Manager,4,0,62000.0,2,0
5000,36,Process Control Inspector,4,2,60000.0,2,0
6000,36,investment,10,0,85000.0,7,1
6000,36,,0,0,20000.0,2,0
30000,60,owner,2,0,323000.0,5,1
